zipcode,geolocation_lat,geolocation_lng
12209,-23.178000475176187,-45.88381771655037
12210,-23.1834899556503,-45.88446560699558
12211,-23.164137570782792,-45.8932646045436
12212,-23.155406439486104,-45.89963152591728
12213,-23.150352277170946,-45.90931279216067
12214,-23.15909267656986,-45.91788498508536
12215,-23.18545241916594,-45.87164627370397
12216,-23.195572887198395,-45.879284650658015
12220,-23.179558233032942,-45.85510343437451
12221,-23.17113410864847,-45.84103820732552
12223,-23.18117141546331,-45.82885254621153
12224,-23.178300100887494,-45.823462362520274
12225,-23.190566148375837,-45.796100343632865
12226,-23.141728248410512,-45.8985037934218
12227,-23.208988915768167,-45.85446999952331
12228,-23.251060768328074,-45.83435185164655
12229,-23.2697082798542,-45.86456680334708
12230,-23.224503345848696,-45.88784285021331
12231,-23.224372002311345,-45.88205980388528
12232,-23.258131236182972,-45.88760910492552
12233,-23.2466806873142,-45.88690913568322
12234,-23.283456855425758,-45.89541600724004
12235,-23.23378678072191,-45.90247179987767
12236,-23.250987185124412,-45.89887386715427
12237,-23.243574103583633,-45.91359768380582
12238,-23.256593496952405,-45.92009307287211
12239,-23.26702945622198,-45.90126374179415
12240,-23.224298357534785,-45.91320082089596
12241,-23.232505015099722,-45.92657167281119
12242,-23.201725128274056,-45.90668585444045
12243,-23.202268092167266,-45.898028480304646
12244,-23.198979411325496,-45.943170855800524
12245,-23.19800832733373,-45.88888771264313
12246,-23.216860677030184,-45.90859380488937
12247,-23.160675066688064,-45.800316567755644
12248,-23.170822134184274,-45.79632259632399
12249,-22.91299686323487,-45.96181807834937
12250,-22.95371488210672,-45.839550230520295
12260,-23.39314863042592,-45.660762194770186
12270,-23.26168303044727,-45.69815213667702
12280,-23.093824983470043,-45.701705202111555
12281,-23.10463140520373,-45.70609492602987
12282,-23.103135690537695,-45.70022942265547
12283,-23.104114819584026,-45.67752010997833
12284,-23.11406169684072,-45.70061198906473
12285,-23.125016228981334,-45.71406705773996
12286,-23.109777967694743,-45.7205368736088
12287,-23.106785313341348,-45.71364416682641
12288,-23.093176807225497,-45.71105364946358
12289,-23.070654425737228,-45.71787013886854
12290,-23.057154800318813,-45.71273622698918
12294,-23.13882462895721,-45.72152564292944
12295,-23.188411473001143,-45.73469285365463
12297,-23.08772711862367,-45.6901028027442
12301,-23.267733362891658,-45.93995262197823
12302,-23.272686562146557,-45.933193604544236
12305,-23.276771834482673,-45.94763637264328
12306,-23.287878042470552,-45.94758555862999
12307,-23.29714964671475,-45.95630558731027
12308,-23.303916909849313,-45.96265248801374
12309,-23.309044796490923,-45.95713921568355
12310,-23.299037067200647,-45.94694430122884
12311,-23.282017820422997,-45.939407763928294
12312,-23.301437394792437,-45.933087360966624
12315,-23.316392845250522,-45.92932461750593
12316,-23.31630593498917,-45.94056912975552
12318,-23.31233789179588,-45.95536101287014
12319,-23.323512710333635,-45.97001327564451
12320,-23.313562901367344,-45.97591144517975
12321,-23.298405738519904,-45.98443847155153
12322,-23.310697250854687,-45.98442655904845
12323,-23.324866602513097,-45.99090830839034
12324,-23.313462288418744,-46.00368673383422
12325,-23.305968307814418,-46.0156503326945
12326,-23.32423999377957,-46.04564761976022
12327,-23.30231825231695,-45.97188817895197
12328,-23.288301572514964,-45.96299534609562
12329,-23.287786539257805,-45.95363185079989
12330,-23.2965014918086,-46.02047488758664
12331,-23.27193794186258,-46.06549877693504
12333,-23.227406086083125,-46.069444667461326
12334,-23.270414515126454,-46.00217872831679
12335,-23.264002959562273,-45.964500958733396
12340,-23.36582531123548,-46.026639654165024
12341,-23.293575656670832,-45.98510497307211
12350,-23.20504089340484,-46.153200257829695
12380,-23.39928048418671,-45.88538560664444
12400,-22.926357443984426,-45.46285091085812
12401,-22.920186332834536,-45.46440222679634
12402,-22.917340261223625,-45.447347737894226
12403,-22.921732048290643,-45.44386026623783
12404,-22.906721243570203,-45.47078355100813
12405,-22.923916492417288,-45.43765990159927
12410,-22.934744945078158,-45.4566779657252
12411,-22.93129428181601,-45.43592124225664
12412,-22.953070810064496,-45.45910290851091
12413,-22.947360870214748,-45.419263242807915
12414,-22.945432107582036,-45.407988510722085
12415,-22.96032949934854,-45.40846850402691
12420,-22.94310641504543,-45.46523661649501
12421,-22.95084468077828,-45.47887281233689
12422,-22.936425609192046,-45.47206960119008
12423,-22.946357355535095,-45.50318830428457
12424,-22.95735385930446,-45.48825756661392
12425,-22.931255651141978,-45.47658489549645
12426,-22.950340355575523,-45.49829240299306
12440,-22.912977836349942,-45.368567655138904
12441,-22.924583605264854,-45.370284302858785
12442,-22.938526521345235,-45.38231034960361
12443,-22.896323278994668,-45.37170640368484
12444,-22.896914141331756,-45.37921535608738
12445,-22.888249250266018,-45.37619387549241
12446,-22.8861757881407,-45.36757500018274
12450,-22.810029546164678,-45.688732842326665
12460,-22.736719290555136,-45.58642608881505
12490,-22.691052549132618,-45.71848783915089
12500,-22.8131993917351,-45.192349595239556
12501,-22.818514679065785,-45.19467054021875
12502,-22.815724084859628,-45.18355793837524
12503,-22.82570251752049,-45.190396155703745
12504,-22.824192249559704,-45.20482515907631
12505,-22.81405397128306,-45.19921598376671
12506,-22.803475654213806,-45.210650615598176
12507,-22.806655722449275,-45.23958710021273
12508,-22.793410733784768,-45.269962685897234
12509,-22.79660286583244,-45.22531925088038
12510,-22.786281612566242,-45.22834581248162
12511,-22.80001317939465,-45.207016929881995
12512,-22.778161755463493,-45.20773514694765
12513,-22.779316331117535,-45.198934037025474
12514,-22.796690662075964,-45.19762460671174
12515,-22.805762553276395,-45.193135141371066
12516,-22.80137351233121,-45.18764504935384
12517,-22.79612260022051,-45.18345967035635
12518,-22.786431160715043,-45.182986457727914
12519,-22.77706694665691,-45.18461849564355
12520,-22.804121098710276,-45.178067083132866
12521,-22.78150006307555,-45.16570982012877
12522,-22.78457612899693,-45.15682180275243
12523,-22.7870893310077,-45.149407139934816
12524,-22.812804739016812,-45.17479404418047
12525,-22.837559354084885,-45.257415742241896
12530,-23.07086402487931,-44.9555940657993
12540,-22.95340712430372,-44.84849926748931
12570,-22.851231225609038,-45.24664690995327
12580,-22.898929252238354,-45.30439111476588
12600,-22.730893075320957,-45.12347279027041
12601,-22.737337032011396,-45.13123589899842
12602,-22.722327465958465,-45.120321910002225
12603,-22.72470103328506,-45.110465784534796
12604,-22.731494876815482,-45.10876763793231
12605,-22.738001173548327,-45.09597930974519
12606,-22.741511633167853,-45.10961076172541
12607,-22.742037748822597,-45.1157027378582
12608,-22.74166838074578,-45.12695023062281
12609,-22.750167811642005,-45.122034771904765
12610,-22.752527141494443,-45.13228629482509
12611,-22.743464335090177,-45.134539160429895
12615,-22.704304183920105,-45.05444050515167
12620,-22.60890713530282,-45.1833131511937
12630,-22.665773825235462,-45.00905168465506
12690,-22.667095203838738,-44.85266683118531
12701,-22.578126240918923,-44.96154905740904
12702,-22.585714522615266,-44.96826742540546
12703,-22.584151267556344,-44.97634865146402
12704,-22.57911350767951,-44.98280490003963
12705,-22.574433964535988,-44.9699439571695
12710,-22.56819591425783,-44.95975159898781
12711,-22.563420602868664,-44.96790211457945
12712,-22.56115136720201,-44.95953380184062
12720,-22.565331214040913,-44.94479332512876
12721,-22.558900388151827,-44.944464266925706
12722,-22.561885153067195,-44.93815162787493
12723,-22.560501195394984,-44.931592980293146
12730,-22.57977108892484,-44.95308633578923
12760,-22.560121483523087,-44.918835172991606
12800,-22.538991613960807,-44.77246182546043
12820,-22.582287289027455,-44.69615578487731
12830,-22.649594093894706,-44.57781789098196
12850,-22.68345055122797,-44.318917933330425
12870,-22.67367247295803,-44.446542673956124
12900,-22.95654497008028,-46.54196008538665
12902,-22.9593308949425,-46.54828841211657
12903,-22.9439588035687,-46.55429589206514
12904,-22.94460537113836,-46.54891700996332
12906,-22.939152964330194,-46.549405716769236
12908,-22.93517026970304,-46.54502290270544
12910,-22.941403551092012,-46.53164697568854
12912,-22.95116316531688,-46.53448031933412
12913,-22.96169371848571,-46.523854165256665
12914,-22.964802783097714,-46.53441931528525
12916,-22.98175444793326,-46.534030892457885
12917,-22.98121294137304,-46.54768553078246
12918,-22.974445811370575,-46.60200367976541
12919,-22.971100942584986,-46.55052117385689
12922,-22.914508447820744,-46.55569144608404
12924,-22.878146156994603,-46.530953922860846
12926,-22.922120847709277,-46.540070156788154
12927,-22.912974425354438,-46.53429413522275
12929,-22.93195334182427,-46.52404281144618
12930,-22.81419262248133,-46.69485417580671
12935,-22.894549657811083,-46.41063286982591
12940,-23.11473052430801,-46.55288053987791
12941,-23.123122478910513,-46.54158063237093
12942,-23.122809182908796,-46.560050093984486
12943,-23.127776892616296,-46.56912055201629
12944,-23.109338900643962,-46.55435220767657
12945,-23.112732633479,-46.52709406779922
12946,-23.14170693300737,-46.55109717181269
12947,-23.138324697214138,-46.558376432905796
12948,-23.196335617852228,-46.58709106544782
12949,-23.1524633151899,-46.59227999547524
12950,-23.141731401854,-46.582233945880695
12951,-23.124376740381013,-46.582791553466556
12952,-23.08992524585618,-46.61165422508775
12953,-23.09537257517733,-46.6002934902457
12954,-23.073803305772532,-46.55657840378331
12955,-23.138276989175566,-46.468612532513475
12960,-23.17365980834384,-46.39950999120283
12970,-23.0558608520058,-46.359235959126025
12980,-22.930894216921274,-46.27503350450869
12990,-22.795078505153498,-46.4459800210432
12995,-22.780736129682907,-46.588867109618306
13010,-22.90437708368826,-47.05895209128777
13012,-22.905002116394094,-47.059643520983876
13013,-22.906134398331158,-47.0634557594334
13015,-22.904213692481406,-47.05654899637804
13020,-22.898535319255775,-47.067913012524386
13023,-22.89384803253408,-47.06133702244195
13024,-22.892119186598126,-47.05458135882981
13025,-22.89838731739939,-47.051640547454824
13026,-22.912451674236532,-47.04911549910744
13030,-22.924969862053615,-47.07428354596362
13031,-22.919745626083735,-47.08545006284698
13032,-22.907875061471042,-47.085034848366966
13033,-22.90493675256665,-47.0970847230203
13034,-22.90936912513257,-47.09076806719007
13035,-22.91163569455388,-47.0747633444191
13036,-22.919473410802443,-47.06863500383827
13040,-22.93942997754596,-47.05945875329188
13041,-22.919581236170725,-47.05723143749277
13042,-22.94626727954731,-47.05049823985393
13043,-22.934052783934792,-47.04149327512879
13044,-22.942010639011677,-47.042321116234056
13045,-22.933999074895695,-47.0330400441391
13046,-22.934709833532807,-47.020690121451175
13049,-22.94823833181119,-47.08004442285132
13050,-22.94038299392597,-47.09526288732753
13051,-22.959176341060605,-47.08841447100673
13052,-22.97774492891905,-47.1041530696193
13053,-23.02493387065307,-47.11602451997855
13054,-22.97413138758236,-47.12644955885273
13055,-22.993762322090152,-47.11604357522069
13056,-22.97510045616461,-47.142925230302296
13057,-22.972177127739343,-47.16411864221615
13058,-22.951786190276994,-47.183933068148264
13059,-22.942673177094182,-47.15320354544112
13060,-22.931980169327545,-47.11184149169854
13061,-22.91127562068369,-47.11467894844891
13063,-22.88922927868442,-47.1085156313
13064,-22.900296724955908,-47.000376207127
13065,-22.88166297959637,-47.126000666911445
13067,-22.88744258227838,-47.14091707601181
13068,-22.863075231369574,-47.14998118893472
13069,-22.847124527138718,-47.13988679860964
13070,-22.89205755456594,-47.08244278411783
13073,-22.88460270536805,-47.06730188388008
13075,-22.88036748952471,-47.06080143054911
13076,-22.88170855771708,-47.050464266947195
13077,-22.87782250112632,-47.04251003049261
13080,-22.852838896649487,-47.075697471660256
13081,-22.85740792114335,-47.067493234800466
13082,-22.841108341963047,-47.10388889500998
13083,-22.816656860200855,-47.071274052071395
13084,-22.823420763935182,-47.08719295680403
13085,-22.791069250515495,-47.08099870691227
13086,-22.820556839802265,-47.05109826059328
13087,-22.85798998347003,-47.05305088047734
13088,-22.859827954098073,-47.03822923832903
13090,-22.887802678045407,-47.03827277348356
13091,-22.877397525375304,-47.02946851223153
13092,-22.89500060780138,-47.034835548930815
13096,-22.925423017347278,-47.03075982476211
13097,-22.846425889636095,-47.02476795983293
13098,-22.81624790075628,-47.022836518501535
13099,-22.75370081032649,-47.014534541869814
13100,-22.91425500946327,-47.038841221159934
13101,-22.9140200060427,-47.01353540823247
13104,-22.862234836097517,-46.976608256546086
13105,-22.888413155714876,-46.98442198157682
13106,-22.885998814164026,-46.97339319793575
13107,-22.872983576567275,-46.95984920765624
13108,-22.893965104821905,-46.942260139425876
13140,-22.76960017971,-47.150402273886904
13141,-22.79357602214079,-47.15676076906817
13142,-22.782167915490536,-47.178161063769345
13144,-22.756383362709226,-47.20083632524295
13145,-22.735332235607455,-47.17665406567105
13146,-22.727983118438654,-47.167445482161156
13147,-22.733134362183417,-47.14026536262738
13148,-22.777094880902556,-47.11265601762946
13150,-22.641854186411003,-47.189385100712386
13152,-22.638667316308418,-47.17961468937986
13154,-22.633474164982115,-47.177514945107625
13155,-22.630271664119405,-47.18872883250237
13157,-22.636759627776613,-47.198047865991676
13160,-22.571207861628345,-47.1657687687331
13165,-22.487817723352375,-47.20455471253452
13170,-22.822136510808804,-47.27033542521255
13171,-22.832068060764513,-47.270520313249
13172,-22.815393536423954,-47.28640463224873
13173,-22.800386925466352,-47.27589886745043
13174,-22.81465309875304,-47.26078830509768
13175,-22.81799186292258,-47.24110126411868
13176,-22.901114435230465,-47.274131211104006
13177,-22.8092803637171,-47.22657022133302
13178,-22.804314962307636,-47.20596316089543
13179,-22.820762409611284,-47.171513139039945
13180,-22.837739320882502,-47.16973298107891
13181,-22.84119404823571,-47.19169320126285
13183,-22.855032497056975,-47.213030019592104
13184,-22.87028331384691,-47.21241406363177
13185,-22.892791605649712,-47.17384949978643
13186,-22.889982360458344,-47.19898012005198
13187,-22.896231986178805,-47.215792016041725
13188,-22.89820867762602,-47.237755899494985
13189,-22.875117835341573,-47.233124468786635
13190,-22.944389409694327,-47.295351221518395
13201,-23.18605172347782,-46.88591474647437
13202,-23.204103869609316,-46.872590096658506
13203,-23.21567530932747,-46.86036675853519
13205,-23.24740332174398,-46.85464065410208
13206,-23.211336157869347,-46.88030293880771
13207,-23.201341019308913,-46.887848147639055
13208,-23.194814317428445,-46.896799281008164
13209,-23.181061781834313,-46.90364327848254
13210,-23.220872853278074,-46.885088328565196
13211,-23.189420416902372,-46.921573347175126
13212,-23.176397106134754,-46.97415662176983
13213,-23.15508948167051,-46.98567021144163
13214,-23.157994972014635,-46.91819985268586
13215,-23.169668058717317,-46.88671516416495
13216,-23.170084199458064,-46.87358089920146
13218,-23.17397191923417,-46.852864160619646
13219,-23.188409628905863,-46.85398781828781
13220,-23.210967628968906,-46.84481900005691
13221,-23.195121005761028,-46.83038266241374
13222,-23.195552048182364,-46.8216951401123
13223,-23.215794863132842,-46.810317460774115
13224,-23.218702229039696,-46.83249590862526
13225,-23.226758388259334,-46.84494451524311
13226,-23.243401530196397,-46.827614126118235
13230,-23.208291363688424,-46.78662802308945
13231,-23.20128136696906,-46.781863782593305
13232,-23.211746332732215,-46.762875138051314
13233,-23.180521251100593,-46.764132070563335
13234,-23.221051455728016,-46.72617243788746
13236,-23.22310017153819,-46.79620853748901
13238,-23.235143032966782,-46.76930413223988
13240,-23.096492254601632,-46.71792466026417
13250,-23.003301740276893,-46.83771515499861
13251,-22.995761860301517,-46.83646157527841
13252,-22.967798135167158,-46.80701951445389
13253,-23.002859858736702,-46.82420582829658
13254,-23.012270229296206,-46.81354512889948
13255,-23.042647193781228,-46.84408199622023
13256,-23.009699088836335,-46.854334509874796
13257,-22.988257375889454,-46.85396269506087
13260,-22.875938478414557,-46.793434706878294
13270,-22.975458140722314,-47.00268239234955
13271,-22.97277234041519,-47.01224083195557
13272,-22.95160188753168,-47.00199555891176
13273,-22.947210194441976,-46.97742204543267
13274,-22.96600110470843,-46.97884176166376
13275,-22.98031162983633,-46.98526687545999
13276,-22.979943849640843,-46.99537068151859
13277,-22.990617033363584,-46.99726284808287
13278,-23.00020257591201,-47.016554799377566
13279,-23.009535593925207,-47.018066493164845
13280,-23.03147727948153,-46.981116767869366
13281,-23.169278439820463,-46.462087817094016
13282,-23.067532667584878,-46.907491985129994
13283,-23.037366840073478,-46.977116911228286
13284,-23.034454768574385,-46.98122363680282
13285,-23.035543387492346,-47.00577338179383
13286,-23.048490876889115,-47.02186754664374
13287,-23.051345733230985,-46.989331530978724
13288,-23.070228628936572,-47.00126317491513
13289,-23.040252315552845,-46.97978203613953
13290,-23.08550507419915,-46.95954096067056
13295,-23.15730622830591,-47.05406044642659
13300,-23.265813207764527,-47.29944428743784
13301,-23.255214180621863,-47.29782024690446
13302,-23.265113993088146,-47.274464314471615
13304,-23.275224884481876,-47.27700912423855
13305,-23.28521272523395,-47.25550390409963
13306,-23.287263507717274,-47.28094663612593
13308,-23.3853839463372,-47.33848581443807
13309,-23.281596661742267,-47.29437377283496
13310,-23.275310701223678,-47.30712533216185
13311,-23.262942394092214,-47.31557122150695
13312,-23.25897417592523,-47.34420030660242
13313,-23.247932027442513,-47.31563631288282
13315,-23.272925280139958,-47.0846305931781
13318,-23.2831637647373,-46.29752132500832
13319,-23.28867817281418,-47.0565400118141
13320,-23.202746267669983,-47.295866446946924
13321,-23.191964626452798,-47.290258033420066
13322,-23.192903749104516,-47.27530969607761
13323,-23.216315286771447,-47.27159350089575
13324,-23.209471278916478,-47.309228892238536
13326,-23.19350547115315,-47.30970632261705
13327,-23.179531489945607,-47.31338383666045
13328,-23.175066042459644,-47.33865064197116
13329,-23.16195430694798,-47.30420373598743
13330,-23.0863391564841,-47.21688683643498
13331,-23.074269544490605,-47.226835523578636
13332,-23.05753412468932,-47.21804642138666
13333,-23.073328740576883,-47.21005965359054
13334,-23.082208154800973,-47.20343252782786
13335,-23.075522001840213,-47.19699724754163
13336,-23.062085819088384,-47.188515755072586
13337,-23.06185340896599,-47.1686069990525
13338,-23.088882070890165,-47.19267768262214
13339,-23.092115290171787,-47.20086129070291
13340,-23.098378596236117,-47.18299469206071
13341,-23.121257509071935,-47.1664214850952
13342,-23.132701429408453,-47.18411391559099
13343,-23.100489182783278,-47.2069414225915
13344,-23.106392237874648,-47.21535244981554
13345,-23.10225857673757,-47.222378160361714
13346,-23.117971321642283,-47.22778675742879
13347,-23.134112877805087,-47.227975141375694
13348,-23.116399349149923,-47.23782654156258
13349,-23.116824436901307,-47.248727687179695
13350,-23.040633329662644,-47.37164861406023
13355,-12.99385222547416,-38.4808818461084
13360,-22.997483794858958,-47.505725105505064
13370,-23.017863885236956,-47.5287510906979
13375,-20.56936647541443,-46.02311914850127
13380,-22.785778889541046,-47.312537141740734
13381,-22.801455426942493,-47.32591335692825
13382,-22.800422818214695,-47.30746366559665
13385,-22.79108894458042,-47.29384174508786
13386,-22.803511012903027,-47.302615013490154
13387,-22.777256055092117,-47.28318210696585
13388,-22.766837785472692,-47.26255686148491
13389,-22.76428975859273,-47.226612971490795
13390,-22.842321876787764,-47.60705361138728
13400,-22.72591927501642,-47.651635811139556
13401,-22.752482799036017,-47.65917249272996
13402,-22.7482791791705,-47.67199285331236
13403,-22.723826526212957,-47.672897830228365
13405,-22.708702100662567,-47.664700852471455
13406,-22.681854080965383,-47.70472147918883
13408,-22.67206791185116,-47.69572533972834
13409,-22.677027534705967,-47.707706861260746
13411,-22.670100311395657,-47.68745994590649
13412,-22.682286408835736,-47.662111832661616
13413,-22.67005207442684,-47.60857710455389
13414,-22.691518954467206,-47.640952768102984
13415,-22.706970558711525,-47.59475322169452
13416,-22.71690158165374,-47.64018826320613
13417,-22.73987798156068,-47.63618969875937
13418,-22.725079692431567,-47.630333420285545
13419,-22.729029230512737,-47.6411480898057
13420,-22.73595274251212,-47.61839862005819
13421,-22.769761724280997,-47.597279910981115
13422,-22.750239757060193,-47.60243087899415
13423,-22.757692968580447,-47.5923053059093
13424,-22.749481886689026,-47.64546148891776
13425,-22.75455659447897,-47.620841411360644
13426,-22.76287427435325,-47.628370056992935
13427,-22.742950313410162,-47.574634735332424
13428,-22.73449702243286,-47.55711834788916
13432,-22.676147267600527,-47.772230748330024
13433,-22.56971348681403,-47.60996992951116
13440,-22.84516995720277,-47.6774259881999
13450,-22.757882920125365,-47.41705497247527
13451,-22.74505018345025,-47.42043526753408
13452,-22.73098895310133,-47.4093459022908
13453,-22.73506396921331,-47.3993689803177
13454,-22.74060229553914,-47.37582085471676
13455,-22.726492189390754,-47.368069249056276
13456,-22.75709691277636,-47.37609423222235
13457,-22.767878146745,-47.38550081126994
13458,-22.77339791492674,-47.40596575462711
13459,-22.736020127220257,-47.487778813187404
13460,-22.78503597435333,-47.295187414369096
13465,-22.74373907712192,-47.33699738819053
13466,-22.75345124407542,-47.32701632231296
13467,-22.769601469495434,-47.339790488872616
13468,-22.754937621777128,-47.34940396715031
13469,-22.729530227308835,-47.35620012960916
13470,-22.71737712510739,-47.3546265821342
13471,-22.726194334553124,-47.337254625787715
13472,-22.72595185576499,-47.3164545822884
13473,-22.72062533010144,-47.307236879847224
13474,-22.705059493303754,-47.2942847510832
13475,-22.720384808067173,-47.2784470613849
13476,-22.74294782078503,-47.24223035710892
13477,-22.73738877505413,-47.30046810994614
13478,-22.7436469198625,-47.31203571315088
13479,-22.758026433771725,-47.2869273225229
13480,-22.570721481502535,-47.40309520372462
13481,-22.600004259281896,-47.40712858731964
13482,-22.579985822110903,-47.42866004567683
13483,-22.560755022881633,-47.44649444065285
13484,-22.555991404059693,-47.42206037839757
13485,-22.54568085822919,-47.39100328311059
13486,-22.565964761592497,-47.38380603235934
13487,-22.583825650676165,-47.37638610949688
13490,-22.481763564480133,-47.459958340316014
13495,-22.586590147687158,-47.514344852283166
13500,-22.40895214371238,-47.563680414821135
13501,-22.425778361057304,-47.560436700322384
13502,-22.436043436888557,-47.58035618624017
13503,-22.412926935778415,-47.57929587700935
13504,-22.392136581834077,-47.57768122006809
13505,-22.37849011300643,-47.565194684429564
13506,-22.391765540585514,-47.548511125728616
13507,-22.41492896707656,-47.554698081077774
13508,-22.411489567314835,-47.57096343796528
13509,-22.421292873991767,-47.5711571008997
13510,-22.453204812282447,-47.534630057614194
13515,-22.511338452260038,-47.77588446279597
13520,-22.55124525869923,-47.90659642198052
13525,-22.60248155257249,-47.871430213488246
13530,-22.252002596014556,-47.81543112451409
13537,-22.43550648890719,-47.71283656626595
13540,-22.228275512140172,-47.62297285810801
13550,-22.12448307795461,-47.66233977037924
13560,-22.015004364801605,-47.89018108556098
13561,-22.01445177696217,-47.90841744167092
13562,-22.004957566185027,-47.91473642219969
13563,-21.986829403421467,-47.92561804201331
13564,-21.996127081910245,-47.900956746048266
13565,-21.9727792732171,-47.894128067677954
13566,-21.999484484661423,-47.88750366919187
13567,-22.00697741180935,-47.87040257247772
13568,-22.005220870242518,-47.85621631942498
13569,-22.016927097859043,-47.87457058864055
13570,-22.030322642781435,-47.87949202618185
13571,-22.03177499552465,-47.867845806085136
13572,-22.042499291135222,-47.89210005292582
13573,-22.060051378354107,-47.90246169158984
13574,-22.027570000897718,-47.900721880222925
13575,-22.033506163362237,-47.908924834284264
13578,-21.893562,-47.89098450000001
13579,-22.43621639690722,-46.82823838566812
13580,-22.081623849526718,-48.220362384178166
13590,-22.111603906846536,-48.314428984681655
13600,-22.355359127465096,-47.384915976643846
13601,-22.37006124500208,-47.38887462828356
13602,-22.36459021058877,-47.394984516372936
13603,-22.349908077989376,-47.40075340499851
13604,-22.33625019177183,-47.38116671311143
13605,-22.34640471097112,-47.36901614515177
13606,-22.35406719356518,-47.33509488865542
13607,-22.36916997475874,-47.362793483002676
13608,-22.35605528854832,-47.32474977930578
13609,-22.379486304301004,-47.379882475922344
13610,-22.189204087033968,-47.3882021922868
13611,-22.19488462906675,-47.378202675173
13612,-22.193600042478145,-47.40469923841378
13613,-22.181647599313436,-47.404266712265496
13614,-22.1763071967343,-47.3937412789224
13615,-22.168515567707704,-47.38124121380083
13616,-22.173198534114963,-47.373421669583486
13617,-22.187062086757393,-47.37119724771056
13625,-22.138587299018713,-47.45460184390611
13630,-21.994466598287346,-47.42819522253257
13631,-22.016230021078254,-47.42398672830743
13632,-22.01327199468417,-47.41515436456504
13633,-22.01870996108974,-47.430647021979276
13634,-22.0011339002499,-47.436898021563835
13635,-21.974027665543204,-47.427078505542234
13636,-21.99020007060543,-47.41585136240993
13638,-21.984978865128195,-47.414376365467575
13640,-21.945131376653986,-47.367170913183365
13641,-21.931770844716947,-47.3698129495408
13643,-21.95405229655631,-47.372124462524155
13650,-21.82656001816575,-47.24871819241543
13660,-21.866032425983516,-47.4781017581213
13670,-21.703553428587647,-47.48280676309556
13690,-21.908634153727803,-47.6195840295051
13700,-21.789190389997472,-47.07232828087684
13705,-21.89303659852182,-47.03750077008999
13707,-21.94854676332669,-47.11780277213674
13710,-21.703495030535553,-47.276353860301036
13715,-21.73310246168377,-46.97227007969109
13720,-21.582987429934313,-46.94775856933444
13730,-21.466660105003786,-47.00530729612842
13731,-21.46463795262325,-47.018006347621714
13732,-21.456483739305426,-47.01412697783054
13733,-21.456753030411576,-47.00587428230458
13734,-21.459379793331042,-47.002699005163514
13735,-21.47289191086977,-46.997082093249304
13736,-21.48198598103537,-47.00538902817873
13737,-21.4875586300279,-47.00866163574215
13738,-21.474139587168356,-47.01274534087039
13739,-21.471838678175775,-47.033503812652725
13750,-21.408730178308318,-46.81085210024648
13755,-21.32059643427229,-47.02897175859506
13760,-21.472495940036872,-46.74849920183369
13770,-21.528683722343338,-46.64505089436829
13780,-21.661406822890473,-46.73662296127121
13790,-21.710870954893334,-46.82083536657486
13800,-22.43724449758527,-46.96545705034646
13801,-22.438585382264673,-46.952188251866374
13802,-22.436899908376112,-46.93652617736022
13803,-22.461559601994644,-46.97495192099507
13804,-22.5061660887632,-46.97215110400454
13805,-22.405907981232833,-46.97789790086698
13806,-22.420002291515978,-46.96800110638154
13807,-22.409495973729328,-46.95544666295389
13808,-22.447055707474817,-46.94277716745162
13817,-22.52212221241087,-46.95499002254033
13820,-22.69294884489288,-46.98287754029338
13822,-22.705482111575957,-46.98827264501702
13825,-22.633046009436132,-47.05260391223774
13830,-22.60561843199777,-46.920447238133505
13835,-22.338398569332117,-47.1683209783616
13840,-22.366040649505827,-46.93816713358193
13841,-22.364963223378926,-46.92438594468527
13842,-22.384819483042275,-46.92635049383281
13843,-22.383407730307617,-46.93598735087051
13844,-22.38343651404282,-46.947926542619655
13845,-22.356314123198462,-46.9512633640901
13846,-22.33277427705416,-46.94968396481364
13847,-22.350097224332373,-46.941155690979315
13848,-22.33978411439518,-46.924309679539405
13849,-22.261000077023454,-46.978455345735895
13855,-22.291319311130906,-47.12036174022281
13857,-22.274617698782976,-46.952843895583676
13860,-22.056968661722404,-46.97611915060669
13870,-21.973167687922786,-46.79459474749641
13871,-21.980920396602148,-46.80056800368527
13872,-21.987861786794333,-46.80681381631854
13873,-21.95505615605571,-46.79863412919674
13874,-21.969838473441065,-46.77471622896682
13875,-21.98344246281804,-46.77783407212743
13876,-21.995959859554986,-46.782939036620526
13877,-22.00465913046578,-46.81870813169402
13879,-21.88908,-46.86360870560121
13880,-21.834918641034367,-46.89918572591992
13890,-21.94008777133928,-46.71391248489887
13895,-21.836587125897502,-46.743967446919655
13900,-22.703127966651635,-46.766321367772875
13901,-22.700250708178448,-46.77331904709085
13902,-22.704024500994922,-46.75225411609291
13903,-22.71386092511667,-46.76612661301402
13904,-22.716115971598075,-46.778039302430166
13905,-22.710900736908858,-46.80139536275989
13908,-22.721605279768422,-46.844150475904215
13909,-22.697794442961207,-46.72140143614964
13910,-22.698918169851417,-46.84649616728969
13911,-22.70112532819454,-46.98829332697691
13912,-22.687275506720226,-46.983325913689576
13913,-22.67126133696353,-46.95662466968897
13914,-22.677539693695497,-46.98135873452901
13915,-22.696409601746613,-46.988404289808564
13916,-22.68465576168971,-46.99670889365209
13917,-22.696945778250296,-47.00691982764248
13918,-22.701139778024537,-46.99858183476888
13919,-22.709362459009057,-46.98672304082001
